,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,boyband
1025,Va Va Voom - Album Version (Edited),nicki_minaj,0.643,0.827,8,-3.398,1,0.0349,0.061,0.00302,0.216,0.687,126.886,183560,4,False
1026,Masquerade - Album Version (Edited),nicki_minaj,0.716,0.647,2,-5.509,1,0.0376,0.00811,0.000202,0.258,0.431,117.993,228600,4,False
1027,I’m The Best,nicki_minaj,0.664,0.824,2,-5.064,1,0.317,0.0277,2.46e-06,0.66,0.373,163.967,216880,4,False
1028,Roman's Revenge,nicki_minaj,0.793,0.85,5,-7.01,1,0.302,0.439,0.0,0.306,0.421,112.351,229987,4,False
1029,Fly,nicki_minaj,0.655,0.849,10,-4.929,1,0.039,0.0157,0.000166,0.108,0.186,119.9,212920,4,False
1030,Moment 4 Life,nicki_minaj,0.502,0.884,11,-3.835,1,0.366,0.384,0.0,0.213,0.364,130.534,279307,5,False
1031,Check It Out,nicki_minaj,0.858,0.676,3,-4.835,0,0.0746,0.0523,3.68e-05,0.103,0.7,129.991,238160,4,False
1032,Blazin,nicki_minaj,0.551,0.903,6,-3.45,1,0.247,0.18,0.0,0.386,0.535,140.212,301800,4,False
1033,Here I Am,nicki_minaj,0.471,0.936,0,-4.158,0,0.345,0.0198,0.0,0.117,0.372,178.328,175373,4,False
1034,Dear Old Nicki,nicki_minaj,0.679,0.743,8,-5.847,1,0.287,0.346,4.59e-05,0.122,0.478,139.766,233387,4,False
1035,Last Chance,nicki_minaj,0.709,0.799,4,-3.879,1,0.0651,0.0111,4.32e-06,0.198,0.43,129.081,231120,4,False
1036,Blow Ya Mind,nicki_minaj,0.615,0.914,6,-3.39,1,0.1,0.000218,0.000153,0.12,0.438,160.044,220800,4,False
1037,Muny,nicki_minaj,0.818,0.727,0,-4.671,1,0.29,0.565,0.000152,0.189,0.555,98.028,226720,4,False
1038,Wave Ya Hand,nicki_minaj,0.627,0.914,7,-3.907,1,0.175,0.472,0.00597,0.349,0.893,193.923,180867,4,False
1039,BedRock,nicki_minaj,0.736,0.662,8,-6.158,1,0.179,0.102,0.0,0.0894,0.553,148.027,289467,4,False
1040,Super Freaky Girl - Roman Remix,nicki_minaj,0.947,0.883,2,-2.614,1,0.224,0.0584,3.39e-05,0.332,0.925,133.02,235940,4,False
1041,We Go Up (feat. Fivio Foreign) - Extended,nicki_minaj,0.705,0.915,2,-3.677,1,0.273,0.375,0.0,0.316,0.652,145.037,281379,4,False
1042,We Go Up - Instrumental,nicki_minaj,0.604,0.741,10,-6.38,1,0.0441,0.096,0.859,0.233,0.348,145.008,281379,4,False
1043,Blick Blick (with Nicki Minaj),nicki_minaj,0.915,0.827,8,-4.446,0,0.434,0.202,0.00121,0.0656,0.825,139.898,178413,4,False
1044,Bussin,nicki_minaj,0.882,0.72,11,-8.068,1,0.0531,0.0496,1.84e-05,0.133,0.672,139.992,136761,4,False
1045,Bussin - Instrumental,nicki_minaj,0.725,0.628,11,-10.858,1,0.195,0.0172,0.837,0.137,0.53,140.018,136761,4,False
1046,Do We Have A Problem?,nicki_minaj,0.84,0.528,1,-8.644,0,0.439,0.462,0.000396,0.117,0.498,120.057,207065,4,False
1047,Do We Have A Problem? - Instrumental,nicki_minaj,0.862,0.315,1,-11.83,0,0.397,0.498,0.921,0.0987,0.279,119.961,207065,4,False
1048,Boyz (feat. Nicki Minaj),nicki_minaj,0.723,0.733,11,-6.425,0,0.26,0.0586,0.0,0.459,0.773,90.005,179992,4,False
1049,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,nicki_minaj,0.893,0.463,1,-5.301,1,0.36,0.199,0.0,0.318,0.591,81.026,229601,4,False
1050,Fractions - Instrumental,nicki_minaj,0.874,0.436,5,-10.752,1,0.298,0.0016,0.766,0.114,0.0628,131.868,181690,4,False
1051,Seeing Green - Instrumental,nicki_minaj,0.487,0.508,5,-3.698,0,0.028,0.00173,0.757,0.379,0.254,75.001,339506,4,False
1052,What That Speed Bout!?,nicki_minaj,0.758,0.814,10,-4.096,0,0.191,0.121,0.0,0.41,0.344,101.944,171165,4,False
1053,Oh My Gawd (feat. Nicki Minaj & K4MO) - Riton Remix,nicki_minaj,0.524,0.499,7,-5.076,1,0.309,0.024,0.00396,0.0602,0.816,185.791,209990,3,False
1054,Oh My Gawd (feat. Nicki Minaj & K4mo) [Riton Remix],nicki_minaj,0.524,0.499,7,-5.076,1,0.309,0.024,0.00396,0.0602,0.816,185.791,209990,3,False
1055,What That Speed Bout!? - Instrumental,nicki_minaj,0.754,0.646,5,-6.56,0,0.0448,0.0117,0.602,0.362,0.22,102.009,171165,4,False
1056,Whole Lotta Choppas (Remix) [feat. Nicki Minaj],nicki_minaj,0.951,0.723,10,-2.802,0,0.163,0.00177,2.19e-06,0.117,0.265,127.963,173500,4,False
1057,Oh My Gawd (feat. Nicki Minaj & K4mo),nicki_minaj,0.82,0.866,7,-3.859,0,0.214,0.152,0.0,0.0938,0.834,94.018,180000,4,False
1058,Oh My Gawd,nicki_minaj,0.82,0.866,7,-3.859,0,0.214,0.152,0.0,0.0938,0.834,94.018,180000,4,False
1059,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),nicki_minaj,0.805,0.68,4,-4.841,1,0.236,0.0446,1.77e-06,0.11,0.102,143.998,146009,4,False
1060,Say So (feat. Nicki Minaj) - Original Version,nicki_minaj,0.818,0.689,11,-4.45,0,0.173,0.225,1.02e-05,0.371,0.781,111.026,206933,4,False
1061,Say So (feat. Nicki Minaj),nicki_minaj,0.853,0.642,11,-4.646,0,0.207,0.113,8.71e-06,0.442,0.736,111.057,206595,4,False
1062,Yikes,nicki_minaj,0.911,0.647,8,-8.425,1,0.44,0.0408,2.89e-05,0.29,0.647,150.003,156882,4,False
1063,Nice to Meet Ya (feat. Nicki Minaj),nicki_minaj,0.754,0.561,10,-6.279,0,0.333,0.0111,0.0267,0.126,0.539,192.034,197004,4,False
1064,Tusa,nicki_minaj,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,False
1065,Fendi (feat. Nicki Minaj & Murda Beatz),nicki_minaj,0.815,0.87,1,-4.541,1,0.293,0.071,0.0,0.111,0.583,155.056,180595,4,False
1066,MEGATRON,nicki_minaj,0.899,0.658,1,-3.081,1,0.251,0.147,0.000172,0.0955,0.746,93.966,190747,4,False
1067,Dumb Blonde (feat. Nicki Minaj),nicki_minaj,0.727,0.852,1,-4.682,1,0.0803,0.166,0.0,0.122,0.922,110.017,214652,4,False
1068,Dip (feat. Nicki Minaj),nicki_minaj,0.881,0.543,2,-6.476,1,0.185,0.0314,0.0,0.167,0.41,99.042,195992,4,False
1069,Woman Like Me (feat. Nicki Minaj),nicki_minaj,0.757,0.849,5,-3.424,0,0.0536,0.173,0.0,0.0878,0.826,150.036,228207,4,False
1070,Party Like a Rockstar - Rap Version,nicki_minaj,0.791,0.818,4,-5.529,0,0.115,0.237,0.0,0.0476,0.955,104.988,169143,4,False
1071,Boo'd Up (with Nicki Minaj & Quavo) - Remix,nicki_minaj,0.586,0.878,10,-3.596,0,0.174,0.283,0.0,0.0989,0.426,81.927,217729,4,False
1072,Barbie Tingz,nicki_minaj,0.923,0.687,6,-6.149,1,0.249,0.0722,0.0,0.592,0.428,102.474,191700,4,False
1073,Krippy Kush (feat. Travis Scott & Rvssian) - Travis Scott Remix,nicki_minaj,0.74,0.681,9,-4.944,1,0.144,0.0752,0.0,0.131,0.529,163.235,236966,4,False
1074,Krippy Kush (feat. 21 Savage & Rvssian) - Remix,nicki_minaj,0.743,0.687,9,-5.204,1,0.128,0.0468,0.0,0.131,0.477,163.283,236966,4,False
1075,The Way Life Goes (feat. Nicki Minaj & Oh Wonder) - Remix,nicki_minaj,0.748,0.696,6,-5.082,1,0.0669,0.676,0.0,0.123,0.682,82.0,268795,4,False
1076,Run Up,nicki_minaj,0.803,0.743,1,-3.602,0,0.0681,0.105,2.12e-06,0.099,0.674,108.005,203180,4,False
1077,Run Up - Afrosmash Remix,nicki_minaj,0.881,0.579,1,-11.33,0,0.117,0.0905,0.00156,0.076,0.939,117.007,205128,4,False
1078,"Run Up - Sak Noel, Salvi & Arpa Remix",nicki_minaj,0.826,0.905,1,-4.18,0,0.239,0.00129,0.000685,0.124,0.664,108.02,208889,4,False
1079,Run Up - Sub Focus Remix,nicki_minaj,0.573,0.938,6,-4.725,0,0.0941,0.0668,0.00916,0.0869,0.817,174.0,243554,4,False
1080,Run Up - Big Fish Remix,nicki_minaj,0.761,0.865,1,-3.831,0,0.217,0.0369,0.0,0.715,0.691,108.038,207778,4,False
1081,No Frauds,nicki_minaj,0.876,0.551,1,-6.933,1,0.265,0.0813,4.05e-05,0.451,0.433,139.044,272453,4,False
1082,Changed It,nicki_minaj,0.803,0.643,6,-8.346,0,0.412,0.615,0.0,0.111,0.657,143.993,295653,4,False
1083,Regret In Your Tears,nicki_minaj,0.769,0.477,8,-11.104,1,0.0895,0.758,0.28,0.15,0.226,106.108,229573,4,False
1084,Make Love,nicki_minaj,0.971,0.541,11,-7.012,1,0.131,0.00561,0.00364,0.11,0.192,129.986,301387,4,False
1085,Swalla (feat. Nicki Minaj & Ty Dolla $ign),nicki_minaj,0.696,0.817,1,-3.862,1,0.109,0.075,0.0,0.187,0.782,98.064,216409,4,False
1086,Black Barbies,nicki_minaj,0.81,0.57,0,-5.131,1,0.121,0.101,1.27e-05,0.355,0.282,146.023,254080,4,False
1087,Don't Hurt Me,nicki_minaj,0.682,0.458,8,-10.612,1,0.441,0.0996,0.0,0.0816,0.518,189.966,192994,4,False
1088,Bang Bang,nicki_minaj,0.707,0.752,0,-4.401,0,0.0885,0.269,0.0,0.377,0.724,150.061,199373,4,False
1089,Bang Bang - Dada Life Remix,nicki_minaj,0.742,0.946,7,-4.398,1,0.0657,0.00263,0.172,0.329,0.298,130.003,214387,4,False
1090,Bang Bang - Kat Krazy Remix,nicki_minaj,0.759,0.833,8,-3.754,1,0.117,0.0499,3.88e-06,0.0932,0.839,128.025,237453,4,False
1091,Bang Bang - 3LAU Remix,nicki_minaj,0.659,0.875,7,-3.337,0,0.0441,0.0165,2.1e-06,0.375,0.386,127.979,186333,4,False
1092,Bang Bang - Imanos & Gramercy Remix,nicki_minaj,0.691,0.867,8,-4.448,1,0.043,0.0367,0.00119,0.361,0.192,150.042,224680,4,False
1093,Bang Bang - Super Stylers Remix,nicki_minaj,0.653,0.934,0,-4.586,0,0.0596,0.0121,0.00381,0.151,0.676,127.996,213880,4,False
1094,Freedom - Edited Version,nicki_minaj,0.653,0.682,1,-5.7,1,0.214,0.102,2.73e-06,0.117,0.367,89.638,287467,4,False
1095,The Boys - Edited,nicki_minaj,0.834,0.803,1,-5.745,1,0.0497,0.0392,0.000932,0.18,0.409,108.982,249267,4,False
1096,Girls Fall Like Dominoes - Clean Radio Edit,nicki_minaj,0.513,0.857,2,-2.229,1,0.26,0.142,0.0,0.58,0.44,176.271,202200,4,False
1097,Roman In Moscow - Edited Version,nicki_minaj,0.457,0.933,1,-3.312,0,0.22,0.0594,0.0,0.198,0.126,180.22,158080,4,False
1098,Roman's Revenge - Edited Version,nicki_minaj,0.804,0.853,5,-7.022,1,0.295,0.45,0.0,0.323,0.407,112.527,230000,4,False
1099,Check It Out - Benny Benassi Remix,nicki_minaj,0.654,0.708,1,-6.704,1,0.102,0.0217,0.00486,0.0694,0.381,130.006,355280,4,False
1100,Check It Out - Shameboy Remix,nicki_minaj,0.712,0.774,1,-7.13,1,0.0868,0.00292,0.0723,0.0498,0.733,129.993,311853,4,False
1101,"Check It Out - Radio Edit, DO NOT USE",nicki_minaj,0.845,0.707,3,-4.869,0,0.0693,0.0921,2.24e-05,0.144,0.797,130.032,238867,4,False
1102,Massive Attack,nicki_minaj,0.585,0.675,11,-8.731,0,0.545,0.0217,0.0,0.386,0.665,169.608,196267,4,False
1103,Silk Sonic Intro,silk_sonic,0.696,0.553,1,-8.702,1,0.0759,0.097,3.91e-06,0.617,0.674,114.993,63060,4,False
1104,Leave The Door Open,silk_sonic,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088,242096,4,False
1105,Fly As Me,silk_sonic,0.783,0.627,2,-8.521,1,0.102,0.00756,0.0,0.0606,0.48,100.025,219389,4,False
1106,After Last Night (with Thundercat & Bootsy Collins),silk_sonic,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051,249444,4,False
1107,Smokin Out The Window,silk_sonic,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03,197443,4,False
1108,Put On A Smile,silk_sonic,0.548,0.627,9,-8.949,1,0.0409,0.0471,0.0,0.285,0.493,143.994,255455,4,False
1109,777,silk_sonic,0.832,0.617,7,-11.166,1,0.0971,0.00295,0.000763,0.337,0.909,102.017,165001,4,False
1110,Skate,silk_sonic,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,203123,4,False
1111,Love's Train,silk_sonic,0.711,0.605,6,-9.801,0,0.031,0.0396,2.29e-05,0.104,0.807,140.981,307014,4,False
1112,Blast Off,silk_sonic,0.482,0.548,11,-9.946,1,0.0373,0.0363,2.28e-06,0.3,0.346,76.017,284870,4,False
1113,Leave The Door Open - Live,silk_sonic,0.532,0.683,5,-7.449,1,0.0541,0.351,0.0,0.984,0.563,147.837,260270,4,False
1114,2 Much,justin_beiber,0.6,0.443,6,-8.591,0,0.0439,0.602,0.0,0.353,0.154,119.805,152796,4,False
1115,Deserve You,justin_beiber,0.674,0.637,7,-7.818,1,0.0781,0.0306,0.0,0.111,0.408,89.758,187239,4,False
1116,As I Am (feat. Khalid),justin_beiber,0.608,0.547,11,-8.151,1,0.0368,0.131,0.0,0.0974,0.108,99.947,174406,4,False
1117,Off My Face,justin_beiber,0.407,0.228,4,-8.686,1,0.0339,0.923,0.0,0.104,0.583,87.958,156468,4,False
1118,Holy (feat. Chance The Rapper),justin_beiber,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,212093,4,False
1119,Unstable (feat. The Kid LAROI),justin_beiber,0.506,0.337,4,-10.117,0,0.0287,0.719,0.0,0.112,0.372,99.811,158324,4,False
1120,MLK Interlude,justin_beiber,0.638,0.425,10,-8.462,0,0.452,0.386,0.0,0.31,0.412,98.163,104008,3,False
1121,Die For You (feat. Dominic Fike),justin_beiber,0.729,0.632,1,-6.572,1,0.032,0.00196,2.62e-06,0.0848,0.702,135.027,198426,4,False
1122,Hold On,justin_beiber,0.658,0.634,1,-5.797,0,0.0413,0.0106,0.0,0.132,0.29,139.98,170813,4,False
1123,Somebody,justin_beiber,0.547,0.753,2,-7.677,1,0.0463,0.000286,8.72e-05,0.12,0.375,75.999,179415,4,False
1124,Ghost,justin_beiber,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-05,0.409,0.473,153.947,153190,4,False
1125,Peaches (feat. Daniel Caesar & Giveon),justin_beiber,0.698,0.684,0,-6.239,1,0.0972,0.374,0.0,0.434,0.526,89.926,198082,4,False
1126,Love You Different (feat. BEAM),justin_beiber,0.756,0.59,8,-6.665,1,0.0589,0.068,1.45e-06,0.159,0.382,127.143,186696,4,False
1127,Loved By You (feat. Burna Boy),justin_beiber,0.782,0.725,1,-6.97,1,0.0964,0.0715,2.45e-06,0.115,0.633,100.995,159250,4,False
1128,Anyone,justin_beiber,0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,190779,4,False
1129,Lonely (with benny blanco),justin_beiber,0.631,0.226,11,-7.257,0,0.0396,0.879,0.0,0.115,0.0765,79.968,149297,4,False
1130,There She Go (feat. Lil Uzi Vert),justin_beiber,0.727,0.716,9,-5.429,1,0.0346,0.00968,0.0,0.12,0.911,150.071,215020,4,False
1131,I Can't Be Myself (feat. Jaden),justin_beiber,0.704,0.66,3,-5.961,1,0.0316,0.00195,3.08e-06,0.141,0.54,120.064,193360,4,False
1132,Lifetime,justin_beiber,0.669,0.276,2,-7.077,1,0.0282,0.769,0.0,0.115,0.341,90.025,207020,3,False
1133,Wish You Would (feat. Quavo),justin_beiber,0.592,0.679,7,-4.911,1,0.0349,0.032,0.0,0.0741,0.409,139.941,241392,4,False
1134,Know No Better (feat. DaBaby),justin_beiber,0.671,0.438,7,-7.804,1,0.103,0.612,0.0,0.0947,0.854,131.92,161819,4,False
1135,Name (feat. Tori Kelly),justin_beiber,0.432,0.325,4,-7.537,1,0.0265,0.826,0.0,0.0891,0.295,151.494,159724,4,False
1136,Red Eye (feat. TroyBoi),justin_beiber,0.815,0.816,5,-4.393,0,0.0513,0.0501,0.000887,0.0761,0.774,96.033,187453,4,False
1137,Angels Speak,justin_beiber,0.522,0.243,1,-7.796,1,0.0461,0.874,0.0,0.098,0.569,119.341,231668,3,False
1138,Hailey,justin_beiber,0.462,0.745,0,-6.588,0,0.0699,0.0367,0.0,0.0795,0.254,100.042,193355,4,False
1139,Unstable (feat.The Kid LAROI),justin_beiber,0.506,0.337,4,-10.117,0,0.0287,0.719,0.0,0.112,0.372,99.811,158324,4,False
1140,All Around Me,justin_beiber,0.566,0.438,0,-7.564,0,0.0367,0.809,0.0,0.212,0.692,117.127,136907,4,False
1141,Habitual,justin_beiber,0.764,0.443,4,-6.625,1,0.0439,0.52,1.96e-05,0.0749,0.63,138.999,168200,4,False
1142,Come Around Me,justin_beiber,0.648,0.681,2,-8.389,0,0.0378,0.263,0.00783,0.0971,0.767,157.941,200773,4,False
1143,Intentions (feat. Quavo),justin_beiber,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4,False
1144,Yummy,justin_beiber,0.687,0.514,9,-6.612,0,0.0897,0.366,0.0,0.116,0.494,145.921,210427,4,False
1145,Available,justin_beiber,0.702,0.608,3,-6.843,1,0.0359,0.0736,0.0,0.129,0.597,75.012,195333,4,False
1146,Forever (feat. Post Malone & Clever),justin_beiber,0.825,0.483,8,-5.746,0,0.08,0.538,1.48e-05,0.204,0.892,139.98,219933,4,False
1147,Running Over (feat. Lil Dicky),justin_beiber,0.774,0.603,11,-7.319,1,0.0591,0.438,4.37e-05,0.0869,0.977,149.982,179627,4,False
1148,Take It Out On Me,justin_beiber,0.772,0.616,7,-4.673,1,0.102,0.00337,2.36e-06,0.104,0.279,129.967,178013,4,False
1149,Second Emotion (feat. Travis Scott),justin_beiber,0.796,0.777,11,-6.112,0,0.0567,0.0276,2.87e-05,0.095,0.96,141.97,202720,4,False
1150,Get Me (feat. Kehlani),justin_beiber,0.832,0.508,6,-6.913,0,0.149,0.0492,5.39e-05,0.107,0.75,109.352,185427,5,False
1151,E.T.A.,justin_beiber,0.465,0.494,4,-7.595,0,0.066,0.49,0.0,0.127,0.457,127.298,176733,4,False
1152,Changes,justin_beiber,0.485,0.412,9,-7.766,0,0.042,0.738,0.0,0.12,0.612,64.062,135493,3,False
1153,Confirmation,justin_beiber,0.438,0.315,8,-8.186,1,0.0375,0.608,0.0,0.151,0.449,190.064,170587,3,False
1154,That's What Love Is,justin_beiber,0.639,0.437,9,-6.959,1,0.0355,0.692,0.0,0.12,0.751,147.575,165120,4,False
1155,At Least For Now,justin_beiber,0.375,0.304,9,-9.897,1,0.0325,0.683,0.0,0.196,0.295,83.832,149653,3,False
1156,Yummy - Summer Walker Remix,justin_beiber,0.653,0.579,2,-5.709,0,0.0512,0.289,0.0,0.105,0.555,145.882,209177,4,False
1157,Mark My Words,justin_beiber,0.383,0.256,0,-8.572,1,0.0332,0.88,2.69e-06,0.169,0.519,114.188,134347,4,False
1158,I'll Show You,justin_beiber,0.361,0.608,9,-6.757,0,0.098,0.05,7.96e-05,0.183,0.0789,191.812,199947,4,False
1159,What Do You Mean?,justin_beiber,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4,False
1160,Sorry,justin_beiber,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,4,False
1161,Love Yourself,justin_beiber,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,233720,4,False
1162,Company,justin_beiber,0.59,0.797,4,-4.901,0,0.0614,0.132,0.0,0.0846,0.425,94.948,208120,4,False
1163,No Pressure,justin_beiber,0.644,0.595,1,-6.877,1,0.215,0.121,0.0,0.279,0.554,148.889,286853,3,False
1164,No Sense,justin_beiber,0.643,0.499,2,-6.795,0,0.0308,0.0478,0.0,0.108,0.363,133.978,275040,4,False
1165,The Feeling,justin_beiber,0.525,0.809,1,-6.185,0,0.0619,0.0819,1.22e-06,0.0971,0.21,127.073,244907,4,False
1166,Life Is Worth Living,justin_beiber,0.558,0.296,10,-9.18,1,0.0427,0.907,0.0,0.108,0.463,76.04,234787,4,False
1167,Where Are Ü Now,justin_beiber,0.432,0.74,7,-5.053,1,0.062,0.0342,6.59e-06,0.14,0.193,139.42,242520,4,False
1168,Children,justin_beiber,0.634,0.885,11,-4.702,0,0.304,0.0122,0.0,0.193,0.327,127.064,223333,4,False
1169,Purpose,justin_beiber,0.481,0.285,0,-10.848,1,0.0424,0.9,0.0,0.123,0.316,130.029,210160,4,False
1170,Been You,justin_beiber,0.74,0.781,7,-6.204,0,0.07,0.0223,0.0,0.321,0.861,113.021,199227,4,False
1171,Get Used To It,justin_beiber,0.687,0.705,9,-8.453,0,0.0522,0.0339,0.0,0.164,0.449,110.048,238133,4,False
1172,We Are,justin_beiber,0.586,0.774,10,-3.883,0,0.261,0.255,0.0,0.137,0.651,78.712,202960,4,False
1173,Trust,justin_beiber,0.512,0.494,7,-8.16,0,0.206,0.0948,0.0,0.124,0.492,76.002,203613,3,False
1174,All In It,justin_beiber,0.459,0.701,5,-7.496,0,0.0782,0.502,3.62e-05,0.238,0.509,97.648,231413,4,False
1175,What Do You Mean? - Acoustic,justin_beiber,0.773,0.358,8,-10.634,1,0.044,0.794,0.0,0.104,0.756,124.934,203800,4,False
1176,Heartbreaker - Single Version,justin_beiber,0.571,0.503,6,-7.334,0,0.0872,0.156,0.0,0.346,0.547,103.148,262827,4,False
1177,All That Matters - Single Version,justin_beiber,0.669,0.516,1,-5.637,0,0.0442,0.00379,0.0,0.0704,0.147,129.503,191160,4,False
1178,Hold Tight - Single Version,justin_beiber,0.572,0.616,6,-5.793,1,0.202,0.282,0.0,0.0954,0.482,119.007,254187,4,False
1179,Recovery - Single Version,justin_beiber,0.668,0.519,6,-4.792,1,0.1,0.0121,0.0,0.325,0.289,130.09,182360,4,False
1180,Bad Day - Single Version,justin_beiber,0.666,0.498,11,-6.703,0,0.0398,0.0128,0.0,0.218,0.318,81.99,145667,4,False
1181,All Bad - Single Version,justin_beiber,0.686,0.418,9,-8.191,1,0.0278,0.0197,0.00088,0.247,0.357,96.439,182720,4,False
1182,PYD - Single Version,justin_beiber,0.45,0.493,4,-6.825,0,0.038,0.829,0.0,0.454,0.39,123.962,317187,4,False
1183,Roller Coaster - Single Version,justin_beiber,0.706,0.865,5,-3.993,0,0.0702,0.0166,0.0,0.211,0.567,97.989,201587,4,False
1184,Change Me - Single Version,justin_beiber,0.459,0.345,6,-9.012,0,0.0526,0.609,0.0,0.201,0.0875,88.719,167293,3,False
1185,Confident - Single Version,justin_beiber,0.742,0.556,5,-5.444,0,0.129,0.0928,0.0,0.172,0.887,134.122,248147,4,False
1186,One Life,justin_beiber,0.447,0.565,1,-6.481,1,0.0903,0.328,0.0,0.111,0.461,157.824,242787,4,False
1187,Backpack,justin_beiber,0.504,0.762,4,-6.179,0,0.207,0.164,0.0,0.214,0.462,72.684,251440,4,False
1188,What's Hatnin',justin_beiber,0.498,0.762,6,-3.969,0,0.114,0.0197,0.0,0.349,0.363,128.883,208507,4,False
1189,Swap It Out,justin_beiber,0.429,0.674,6,-6.194,0,0.0488,0.0342,0.0,0.0733,0.209,118.555,241480,5,False
1190,Memphis,justin_beiber,0.642,0.719,5,-6.933,0,0.0498,0.0142,0.0,0.0819,0.493,123.04,224040,4,False
1191,Boyfriend - Acoustic Version,justin_beiber,0.752,0.292,9,-8.967,0,0.0928,0.843,0.0,0.1,0.621,89.831,187680,4,False
1192,As Long As You Love Me - Acoustic Version,justin_beiber,0.549,0.307,11,-9.171,0,0.0351,0.776,0.0,0.0871,0.428,135.57,221693,4,False
1193,Beauty And A Beat,justin_beiber,0.601,0.843,0,-4.87,1,0.0593,0.000704,5.27e-05,0.0681,0.534,128.002,227987,4,False
1194,She Don't Like The Lights - Acoustic Version,justin_beiber,0.612,0.428,8,-8.52,0,0.0292,0.752,0.0,0.0921,0.685,123.813,215813,4,False
1195,Take You - Acoustic Version,justin_beiber,0.57,0.341,6,-9.842,1,0.0345,0.789,0.0,0.17,0.715,125.468,179373,4,False
1196,Be Alright - Acoustic Version,justin_beiber,0.392,0.253,9,-10.955,1,0.0328,0.916,0.0,0.208,0.444,103.837,210347,4,False
1197,All Around The World - Acoustic Version,justin_beiber,0.654,0.345,2,-8.686,0,0.0429,0.616,0.0,0.214,0.717,119.539,156173,4,False
1198,Fall - Live,justin_beiber,0.465,0.366,8,-6.821,1,0.0341,0.826,0.0,0.111,0.629,100.93,220973,4,False
1199,Yellow Raincoat,justin_beiber,0.783,0.375,10,-9.59,0,0.0328,0.708,0.124,0.0933,0.742,109.954,224107,4,False
1200,I Would,justin_beiber,0.708,0.649,9,-7.174,1,0.0878,0.455,0.0,0.204,0.578,87.999,227360,4,False
1201,Nothing Like Us,justin_beiber,0.546,0.155,0,-14.378,1,0.0428,0.987,6.02e-05,0.18,0.512,72.331,199800,4,False
1202,All Around The World,justin_beiber,0.689,0.816,3,-3.951,0,0.178,0.019,2.42e-06,0.181,0.775,127.958,244547,4,False
1203,Boyfriend,justin_beiber,0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,171333,4,False
1204,As Long As You Love Me,justin_beiber,0.571,0.873,0,-3.382,0,0.0997,0.0807,0.0,0.361,0.613,139.691,229467,4,False
1205,Catching Feelings,justin_beiber,0.327,0.542,10,-6.665,1,0.0412,0.354,0.0,0.35,0.357,85.59,234680,4,False
1206,Take You,justin_beiber,0.663,0.706,6,-6.648,1,0.0348,0.00107,0.00248,0.232,0.461,126.04,220893,4,False
1207,Right Here,justin_beiber,0.639,0.57,1,-4.966,1,0.042,0.0233,0.0,0.329,0.728,92.073,204187,4,False
1208,Fall,justin_beiber,0.607,0.754,11,-4.321,1,0.0411,0.259,0.0,0.111,0.607,82.995,248387,4,False
1209,Die In Your Arms,justin_beiber,0.568,0.878,7,-5.094,1,0.0933,0.0309,4.26e-06,0.213,0.725,171.723,237293,4,False
1210,Thought Of You,justin_beiber,0.697,0.705,2,-5.032,1,0.031,0.0094,6.61e-06,0.105,0.57,123.223,230107,4,False
1211,One Love,justin_beiber,0.688,0.612,11,-7.558,1,0.0324,0.00276,0.0,0.0942,0.228,127.916,234493,4,False
1212,Be Alright,justin_beiber,0.803,0.356,5,-9.026,0,0.0326,0.587,0.0,0.16,0.738,106.952,189653,4,False
1213,Believe,justin_beiber,0.519,0.854,0,-5.71,1,0.113,0.143,0.0,0.171,0.508,159.805,222213,4,False
1214,Out Of Town Girl,justin_beiber,0.594,0.879,9,-5.586,0,0.0715,0.126,6.32e-06,0.151,0.799,80.994,213560,4,False
1215,She Don't Like The Lights,justin_beiber,0.575,0.896,11,-4.6,0,0.103,0.00579,0.00217,0.318,0.44,123.938,239867,4,False
1216,Maria,justin_beiber,0.825,0.689,6,-6.793,0,0.0413,0.01,1.37e-05,0.19,0.3,111.003,248280,4,False
1217,Never Say Never,justin_beiber,0.739,0.807,0,-5.063,1,0.0647,0.0181,0.0,0.295,0.633,97.048,227853,4,False
